VendorNumber,VendorName,Brand,PurchasePrice,Description,Actual_price,Volume,TotalPurchaseQuantity,Total_Purchase_Dollars,Total_Sales_Quantity,Total_Sales_Dollars,Total_Sales_Price,Total_Excise_Tax,TotalFreight,Profit,ROI,Profit_Margin,StockTurnover,Sales_Per_Purchase
3252,E & J GALLO WINERY,43542,10.66,Carlo Rossi RSV Cab Svgn Cal,15.99,4000.0,80,852.8,67.0,1071.33,463.71,40.199999999999996,61966.91,218.52999999999997,0.25625,20.398009950248756,-13.0,0.8375
3960,DIAGEO NORTH AMERICA INC,3198,10.23,Smirnoff Peach Vodka,12.99,750.0,83,849.09,34.0,441.66,311.76,26.8,257032.07,-407.43,-0.4798431261703706,-92.24969433500883,-49.0,0.40963855421686746
480,BACARDI USA INC,4214,7.57,Bacardi O Orange Rum,11.99,750.0,112,847.84,116.0,1552.84,751.45,91.37,89286.27,704.9999999999999,0.8315248160030193,45.400685196156715,4.0,1.0357142857142858
9165,ULTRA BEVERAGE COMPANY LLP,856,21.73,Chinaco Blanco Tequila,29.99,750.0,39,847.47,191.0,5728.09,3718.7599999999998,150.57,68054.7,4880.62,5.759047517906239,85.20501598263994,152.0,4.897435897435898
653,STATE WINE & SPIRITS,9140,16.29,Caffo Vecchio Amaro del Capo,21.99,750.0,52,847.0799999999999,219.0,4815.8099999999995,3562.3799999999997,172.67000000000002,8014.9800000000005,3968.7299999999996,4.6851891202719935,82.41043562765142,167.0,4.211538461538462
1650,Circa Wines,22209,11.76,The Insider Cab Svgn,17.99,750.0,72,846.72,53.0,953.4699999999999,251.85999999999999,5.95,211.97,106.74999999999989,0.1260747354497353,11.195947434109085,-19.0,0.7361111111111112
90024,VINILANDIA USA,23932,11.76,Morel Cru Bjls Brouilly,17.99,750.0,72,846.72,22.0,384.78,349.79999999999995,2.42,2802.64,-461.94000000000005,-0.5455640589569162,-120.05301730859195,-50.0,0.3055555555555556
9552,M S WALKER INC,19572,44.51,Anakota Cab Svgn Helena Dako,64.99,750.0,19,845.69,17.0,1359.83,1199.85,1.87,55551.82,514.1399999999999,0.6079532689283306,37.809137906944244,-2.0,0.8947368421052632
7153,PINE STATE TRADING CO,23944,17.23,Ch du Courlat 10,24.99,750.0,49,844.27,230.0,5747.7,3223.7099999999996,25.53,15884.82,4903.43,5.807893209518283,85.31116794543905,181.0,4.6938775510204085
10754,PERFECTA WINES,45912,11.72,L'Ecole No 41 Chenin Bl OV,16.99,750.0,72,843.8399999999999,61.0,1122.3899999999999,896.5099999999999,6.72,28720.52,278.54999999999995,0.33009812286689416,24.81757677812525,-11.0,0.8472222222222222
2242,DELICATO VINEYARDS INC,14962,3.19,Stone Barn Chard,4.79,750.0,264,842.1600000000001,250.0,1197.5,129.33,28.07,7982.65,355.3399999999999,0.4219388239764414,29.673486430062624,-14.0,0.946969696969697
653,STATE WINE & SPIRITS,19088,17.53,Lagar de Bezana Aluvion Red,28.99,750.0,48,841.44,12.0,343.88,111.96,1.35,8014.9800000000005,-497.56000000000006,-0.591319642517589,-144.69000814237526,-36.0,0.25
9165,ULTRA BEVERAGE COMPANY LLP,38649,17.53,Villa Rosa Barolo Piedmonte,26.99,750.0,48,841.44,51.0,1376.49,647.76,5.69,68054.7,535.05,0.6358742156303478,38.870605670945665,3.0,1.0625
8004,SAZERAC CO INC,3752,11.06,Margaritaville Coconut,14.49,750.0,76,840.56,69.0,999.8100000000001,666.54,54.370000000000005,50293.62,159.2500000000001,0.18945702864756844,15.92802632500176,-7.0,0.9078947368421053
4425,MARTIGNETTI COMPANIES,22703,23.33,Carne Humana Red,34.99,750.0,36,839.8799999999999,19.0,664.8100000000001,244.93,2.12,144929.24,-175.06999999999982,-0.20844644473019938,-26.333839743686138,-17.0,0.5277777777777778
2000,SOUTHERN WINE & SPIRITS NE,19971,83.89,Ch Le Bon Pasteur 10 Brdx,124.99,750.0,10,838.9,13.0,1624.87,1124.9099999999999,1.44,19016.59,785.9699999999999,0.9369054714507092,48.37125431572987,3.0,1.3
10754,PERFECTA WINES,23965,9.86,Dom le Clos des Lumieres CdR,16.99,750.0,85,838.0999999999999,105.0,1777.9499999999998,1389.1799999999998,11.59,28720.52,939.8499999999999,1.1214055601956807,52.86144154785005,20.0,1.2352941176470589
4692,KOBRAND CORPORATION,25062,34.92,Jadot Nuit St George 13,52.99,750.0,24,838.08,12.0,603.88,301.94,1.35,9139.38,-234.20000000000005,-0.2794482626956854,-38.78253957739949,-12.0,0.5
653,STATE WINE & SPIRITS,20555,8.21,Red Newt Clrs Rsl Finger Lak,12.99,750.0,102,837.42,92.0,1232.08,510.63,10.280000000000001,8014.9800000000005,394.65999999999997,0.47128083876668814,32.032010908382574,-10.0,0.9019607843137255
653,STATE WINE & SPIRITS,21992,5.26,Art of Eart Montepulciano d',11.99,750.0,159,836.3399999999999,311.0,2160.89,973.7,34.71,8014.9800000000005,1324.55,1.5837458449912716,61.296502829852514,152.0,1.9559748427672956
10754,PERFECTA WINES,23746,59.6,Ch Brannon 12 Pessac-Leognan,89.99,750.0,14,834.4000000000001,19.0,1709.8100000000002,449.95,2.13,28720.52,875.4100000000001,1.0491490891658677,51.199256057690626,5.0,1.3571428571428572
9165,ULTRA BEVERAGE COMPANY LLP,10623,31.97,Querceto La Corte Toscana,46.99,750.0,26,831.22,62.0,2988.38,1868.6100000000001,6.87,68054.7,2157.16,2.595173359640047,72.18492962742354,36.0,2.3846153846153846
9625,WESTERN SPIRITS BEVERAGE CO,3740,5.26,Kru Peach Mango Vodka,6.99,750.0,158,831.08,344.0,4296.56,2198.2400000000002,271.07,1933.19,3465.4800000000005,4.169851277855321,80.65708380658016,186.0,2.1772151898734178
1128,BROWN-FORMAN CORP,7780,34.58,Herradura Reposado Lot 598,45.99,750.0,24,829.92,55.0,2529.45,689.85,43.3,68601.68,1699.5299999999997,2.047823886639676,67.18970527189705,31.0,2.2916666666666665
1590,DIAGEO CHATEAU ESTATE WINES,18779,2.03,Girl Go Lightly Chardonnay,2.99,750.0,408,828.24,407.0,1216.93,146.51000000000002,45.76,7259.75,388.69000000000005,0.46929633922534536,31.940210201079772,-1.0,0.9975490196078431
6213,MHW LTD,8008,7.14,Bols Peppermint Schnapps,9.99,1000.0,116,828.24,132.0,1318.68,989.01,138.6,9621.58,490.44000000000005,0.5921472037090699,37.1917371917372,16.0,1.1379310344827587
9165,ULTRA BEVERAGE COMPANY LLP,38314,9.86,Momokawa Silver Sake,14.99,750.0,84,828.24,96.0,899.04,122.84,10.77,68054.7,70.79999999999995,0.08548246884960875,7.875066737853706,12.0,1.1428571428571428
9165,ULTRA BEVERAGE COMPANY LLP,20416,17.23,Januik Cab Svgn Columbia Vly,24.99,750.0,48,827.04,44.0,1099.56,599.76,4.88,68054.7,272.52,0.3295124782356355,24.78445923824075,-4.0,0.9166666666666666
9165,ULTRA BEVERAGE COMPANY LLP,25741,25.8,Cesari Recioto Valpolicella,39.99,500.0,32,825.6,32.0,1279.68,239.94,2.41,68054.7,454.08000000000004,0.55,35.483870967741936,0.0,1.0
11567,CAMPARI AMERICA,8010,39.28,Wild Turkey Forgiven,54.99,750.0,21,824.88,94.0,5169.06,4069.26,74.12,20964.81,4344.18,5.266438754727961,84.04197281517337,73.0,4.476190476190476
1601,VRANKEN AMERICA,21614,8.16,Billette Bousquet Prov Rose,11.99,750.0,101,824.16,89.0,1067.11,311.74,9.94,1048.97,242.94999999999993,0.2947849932052028,22.767099924094044,-12.0,0.8811881188118812
653,STATE WINE & SPIRITS,16583,13.51,Pali Huntington Pnt Nr,22.99,750.0,61,824.11,89.0,1779.11,1199.3999999999999,9.86,8014.9800000000005,954.9999999999999,1.1588258848940067,53.678524655586216,28.0,1.459016393442623
9165,ULTRA BEVERAGE COMPANY LLP,21171,274.5,Ornellaia Bolgheri 13,419.99,1500.0,3,823.5,0.0,0.0,0.0,0.0,68054.7,-823.5,-1.0,-inf,-3.0,0.0
10754,PERFECTA WINES,13796,22.87,Peter Paul Pnt Nr Mill Sta,34.99,750.0,36,823.3199999999999,15.0,524.85,104.97,1.6800000000000002,28720.52,-298.4699999999999,-0.3625200408103774,-56.86767647899398,-21.0,0.4166666666666667
9552,M S WALKER INC,26051,9.8,Ch des Labourons Fleurie Rou,14.99,750.0,84,823.1999999999999,71.0,1064.29,794.47,7.8500000000000005,55551.82,241.09000000000003,0.29286929057337224,22.652660459085403,-13.0,0.8452380952380952
9622,WEIN BAUER INC,47075,6.23,Turn Me Red,9.29,750.0,132,822.36,80.0,713.0999999999999,543.81,8.85,222.23,-109.2600000000001,-0.13286152050197006,-15.32183424484646,-52.0,0.6060606060606061
8673,STE MICHELLE WINE ESTATES,14121,21.08,Antica Chard Napa Valley,30.99,750.0,39,822.12,38.0,1193.62,875.7199999999999,4.21,15919.7,371.4999999999999,0.4518805040626671,31.12380824718084,-1.0,0.9743589743589743
7749,R.P.IMPORTS INC,19630,23.48,Ch Bernadotte 10 Haut Medoc,34.99,750.0,35,821.8000000000001,32.0,1119.68,454.87,3.5700000000000003,91.5,297.88,0.3624726210756875,26.604029722777934,-3.0,0.9142857142857143
4425,MARTIGNETTI COMPANIES,24285,9.03,Dom Clavel Languedoc,13.99,750.0,91,821.73,285.0,3987.15,2266.38,31.66,144929.24,3165.42,3.8521412142674603,79.39054211654941,194.0,3.131868131868132
4692,KOBRAND CORPORATION,11263,13.69,Sequoia Grove Chard,19.99,750.0,60,821.4,34.0,723.66,505.76,3.75,9139.38,-97.74000000000001,-0.1189919649379109,-13.506342757648621,-26.0,0.5666666666666667
10754,PERFECTA WINES,20517,22.81,Hauts de Smith Rouge Pessac,35.99,750.0,36,821.1600000000001,161.0,5794.39,3347.07,17.87,28720.52,4973.2300000000005,6.056347118710117,85.82836157041552,125.0,4.472222222222222
9165,ULTRA BEVERAGE COMPANY LLP,18270,11.4,Donnafugata Ben Rye,16.99,375.0,72,820.8000000000001,72.0,1223.28,186.89,4.07,68054.7,402.4799999999999,0.4903508771929823,32.90170688640376,0.0,1.0
4692,KOBRAND CORPORATION,27792,17.1,Jadot Rully Blanc 14,25.99,750.0,48,820.8,10.0,259.9,207.92,1.1,9139.38,-560.9,-0.6833576998050682,-215.81377452866488,-38.0,0.20833333333333334
10754,PERFECTA WINES,25334,6.84,Masseria Prosecco,9.99,750.0,120,820.8,96.0,959.04,79.92,10.8,28720.52,138.24,0.16842105263157897,14.414414414414416,-24.0,0.8
90024,VINILANDIA USA,18839,8.55,Mas Carlot Grenache Syrah,12.99,750.0,96,820.8,64.0,831.36,103.92,7.19,2802.64,10.56000000000006,0.012865497076023465,1.2702078521940026,-32.0,0.6666666666666666
4425,MARTIGNETTI COMPANIES,24965,24.13,Ch Haut Gravet Gr Chemin St,34.99,750.0,34,820.4200000000001,22.0,769.78,69.98,2.47,144929.24,-50.6400000000001,-0.06172448258209222,-6.578502948894503,-12.0,0.6470588235294118
90047,CRUSH WINES,14390,7.38,Il Cavaliere Pnt Grigio,10.99,750.0,111,819.1800000000001,91.0,1091.09,215.82,10.24,1457.73,271.90999999999985,0.3319294904660756,24.920950609023993,-20.0,0.8198198198198198
4425,MARTIGNETTI COMPANIES,27204,17.0,Conundrum Sparkling 25th Ann,24.99,750.0,48,816.0,48.0,1199.52,24.99,5.4,144929.24,383.52,0.47,31.972789115646254,0.0,1.0
9744,FREDERICK WILDMAN & SONS,27134,13.6,Ca'Bianca Chersi Barbera 12,19.99,750.0,60,816.0,2.0,39.98,39.98,0.22,3999.93,-776.02,-0.9510049019607842,-1941.0205102551276,-58.0,0.03333333333333333
9165,ULTRA BEVERAGE COMPANY LLP,25608,12.74,Artesa Elements Cab Svgn,18.99,750.0,64,815.36,64.0,544.36,213.76,7.16,68054.7,-271.0,-0.33236852433281006,-49.78323168491439,0.0,1.0
4425,MARTIGNETTI COMPANIES,21408,11.99,Ramon Cardova Garnacha,17.99,750.0,68,815.3199999999999,139.0,2500.6099999999997,1601.11,15.42,144929.24,1685.2899999999997,2.067028896629544,67.39515558203799,71.0,2.0441176470588234
9165,ULTRA BEVERAGE COMPANY LLP,8818,37.03,Jack Daniel BTB NE Tap House,49.99,750.0,22,814.6600000000001,12.0,599.88,249.95000000000002,9.45,68054.7,-214.7800000000001,-0.26364372867208413,-35.80382743215311,-10.0,0.5454545454545454
1128,BROWN-FORMAN CORP,5434,8.64,Southern Comfort Caramel,13.99,750.0,94,812.1600000000001,360.0,4136.4,2792.07,283.89,68601.68,3324.24,4.093085106382978,80.36553524804178,266.0,3.8297872340425534
4692,KOBRAND CORPORATION,13229,67.56,Cakebread Vine Hill Cab,99.99,750.0,12,810.72,17.0,1699.83,1499.85,1.87,9139.38,889.1099999999999,1.0966918294849022,52.30581881717583,5.0,1.4166666666666667
10754,PERFECTA WINES,24159,67.56,Krupp Bros The Doctor Red,99.99,750.0,12,810.72,20.0,1999.8,899.91,2.23,28720.52,1189.08,1.466696269982238,59.45994599459946,8.0,1.6666666666666667
653,STATE WINE & SPIRITS,44394,9.65,Oak Ridge OZV Znfdl Lodi,13.99,750.0,84,810.6,72.0,971.28,93.93,8.110000000000001,8014.9800000000005,160.67999999999995,0.1982235381199111,16.543118359278473,-12.0,0.8571428571428571
9165,ULTRA BEVERAGE COMPANY LLP,12351,13.51,Mercer Cab Svgn,19.99,750.0,60,810.6,53.0,1059.47,739.63,5.88,68054.7,248.87,0.30701949173451765,23.490046910247575,-7.0,0.8833333333333333
1392,CONSTELLATION BRANDS INC,41141,16.88,Ruffino Modus Toscana,25.99,750.0,48,810.24,70.0,1819.3,597.77,7.83,79528.99,1009.06,1.245384083728278,55.46418952344309,22.0,1.4583333333333333
90047,CRUSH WINES,16556,16.88,The Transcendentalist,25.99,750.0,48,810.24,40.0,1119.6,727.74,4.44,1457.73,309.3599999999999,0.3818127962085307,27.63129689174705,-8.0,0.8333333333333334
6280,UNCORKED,21631,12.83,Shelburne Vyds Marquette Red,18.99,750.0,63,808.2900000000001,13.0,238.86999999999998,128.92999999999998,1.45,15.26,-569.4200000000001,-0.7044748790656818,-238.38070917235322,-50.0,0.20634920634920634
3252,E & J GALLO WINERY,14413,2.59,Tisdale Vyds Pnt Grigio,3.99,750.0,312,808.0799999999999,312.0,1244.88,67.83,35.1,61966.91,436.8000000000002,0.5405405405405408,35.087719298245624,0.0,1.0
4425,MARTIGNETTI COMPANIES,36155,22.44,De Villaine Bouzeron Aligot,32.99,750.0,36,807.8399999999999,25.0,824.75,263.92,2.8000000000000003,144929.24,16.910000000000082,0.020932362844127653,2.050318278266151,-11.0,0.6944444444444444
1392,CONSTELLATION BRANDS INC,4525,6.15,Paul Masson Peach Brandy,7.99,750.0,131,805.65,143.0,1142.57,95.88,112.61,79528.99,336.91999999999996,0.4181964873083845,29.48790883709532,12.0,1.0916030534351144
7153,PINE STATE TRADING CO,39689,8.66,Hahn Meritage Central Coast,12.99,750.0,93,805.38,466.0,7684.339999999999,4073.0299999999997,51.82,15884.82,6878.959999999999,8.541260026322977,89.5192039914944,373.0,5.010752688172043
90024,VINILANDIA USA,23926,13.42,St Paul's Pnt Nr Alto Aldige,19.99,750.0,60,805.1999999999999,60.0,1199.4,99.94999999999999,6.75,2802.64,394.20000000000016,0.48956780923994064,32.866433216608314,0.0,1.0
660,SAZERAC NORTH AMERICA INC.,113,4.84,Mr Boston Cr de Cacao Brown,6.49,1000.0,166,803.4399999999999,182.0,1181.18,941.0500000000001,191.1,17932.33,377.7400000000001,0.47015334063526854,31.97988452225741,16.0,1.0963855421686748
10754,PERFECTA WINES,43790,7.43,Oakhurst Happy Camper Chard,10.99,750.0,108,802.4399999999999,90.0,989.1,142.87,10.110000000000001,28720.52,186.66000000000008,0.23261552265589963,18.871701546860788,-18.0,0.8333333333333334
2000,SOUTHERN WINE & SPIRITS NE,24319,66.66,Ch Leoville Barton 12 St-Jul,99.99,750.0,12,799.92,2.0,199.98,99.99,0.22,19016.59,-599.9399999999999,-0.75,-300.0,-10.0,0.16666666666666666
3252,E & J GALLO WINERY,19370,3.94,Barefoot Perfectly Pink,5.99,750.0,203,799.82,193.0,1145.57,675.86,21.41,61966.91,345.7499999999999,0.432284764071916,30.18148170779611,-10.0,0.9507389162561576
90024,VINILANDIA USA,19648,8.96,Dachshund Rsl,14.99,750.0,89,797.4399999999999,330.0,4716.7,2865.01,36.62,2802.64,3919.2599999999998,4.914802367576244,83.09326435855576,241.0,3.707865168539326
4425,MARTIGNETTI COMPANIES,21383,9.26,Barkan Clsc Chard,13.99,750.0,86,796.36,85.0,1189.15,643.54,9.46,144929.24,392.7900000000001,0.4932317042543574,33.031156708573356,-1.0,0.9883720930232558
4692,KOBRAND CORPORATION,25060,33.11,Jadot Gevrey Chambertin 13,52.99,750.0,24,794.64,6.0,295.94,197.96,0.66,9139.38,-498.7,-0.6275797845565287,-168.5138879502602,-18.0,0.25
4425,MARTIGNETTI COMPANIES,22739,33.1,C&P Breton  Les Perrieres,47.99,750.0,24,794.4,0.0,0.0,0.0,0.0,144929.24,-794.4,-1.0,-inf,-24.0,0.0
4692,KOBRAND CORPORATION,27786,26.48,Jadot Chablis Fourchaume 14,39.99,750.0,30,794.4,7.0,279.93,279.93,0.77,9139.38,-514.47,-0.6476208459214502,-183.7852320222913,-23.0,0.23333333333333334
4692,KOBRAND CORPORATION,25091,22.06,Jadot Ch des Jacques La Roch,31.99,750.0,36,794.1600000000001,24.0,767.76,63.98,2.7,9139.38,-26.40000000000009,-0.03324267150196445,-3.4385745545483086,-12.0,0.6666666666666666
516,BANFI PRODUCTS CORP,25268,8.44,Cantine Maschio Sparkling Ro,12.99,750.0,94,793.36,56.0,727.44,350.73,6.24,8510.41,-65.91999999999996,-0.08308964404557825,-9.061915759375337,-38.0,0.5957446808510638
10754,PERFECTA WINES,26382,11.48,Gordo Monastrell & Cab Svgn,16.99,750.0,69,792.12,26.0,441.73999999999995,203.88,2.91,28720.52,-350.38000000000005,-0.44233196990355,-79.31815094852178,-43.0,0.37681159420289856
2000,SOUTHERN WINE & SPIRITS NE,24331,39.6,Ch Talbot St-Julien 12 GCC,60.99,750.0,20,792.0,96.0,5855.04,3354.4500000000003,10.65,19016.59,5063.04,6.392727272727273,86.47319232661091,76.0,4.8
90047,CRUSH WINES,39063,12.98,C Shelton Monga Zin Znfdl,19.99,750.0,61,791.78,20.0,399.79999999999995,259.87,2.22,1457.73,-391.98,-0.49506175957968124,-98.04402201100551,-41.0,0.32786885245901637
4425,MARTIGNETTI COMPANIES,39084,14.66,Hamilton Russell Chard,21.99,750.0,54,791.64,54.0,1133.46,272.87,6.07,144929.24,341.82000000000005,0.431787175989086,30.15721772272511,0.0,1.0
3950,"HOOD RIVER DISTILLERS, Inc.",194,22.55,Yazi Ginger Vodka,29.99,750.0,35,789.2500000000001,43.0,1289.57,599.8,33.88,117.52000000000001,500.3199999999998,0.6339182768451058,38.79742860023107,8.0,1.2285714285714286
10754,PERFECTA WINES,22399,13.15,Truchard Vyds The Shepard Rd,19.99,750.0,60,789.0,43.0,917.5699999999999,675.68,4.76,28720.52,128.56999999999994,0.16295310519645112,14.012009982889584,-17.0,0.7166666666666667
10754,PERFECTA WINES,23151,12.49,Ch La Bouree Castillion Brdx,18.99,750.0,63,786.87,120.0,2216.7999999999997,1655.1,13.27,28720.52,1429.9299999999998,1.8172379173179811,64.50424034644533,57.0,1.9047619047619047
2000,SOUTHERN WINE & SPIRITS NE,35864,7.28,Stella Pinot Grigio Umbria,10.99,1500.0,108,786.24,108.0,1186.92,76.93,24.3,19016.59,400.68000000000006,0.5096153846153847,33.75796178343949,0.0,1.0
7153,PINE STATE TRADING CO,20918,13.1,LAN Rioja Reserva,18.99,750.0,60,786.0,48.0,809.52,107.94,5.390000000000001,15884.82,23.519999999999982,0.029923664122137383,2.905425437296173,-12.0,0.8
10754,PERFECTA WINES,23777,87.16,Ch Smith Haut Lafitte 12 Whi,128.99,750.0,9,784.44,30.0,3869.7000000000003,1547.88,3.36,28720.52,3085.26,3.9330732752026925,79.72866113652222,21.0,3.3333333333333335
7153,PINE STATE TRADING CO,25364,65.35,Cyrus Alexander Vly,99.99,1500.0,12,784.2,12.0,1199.88,199.98,2.7,15884.82,415.68000000000006,0.5300688599846979,34.64346434643464,0.0,1.0
9165,ULTRA BEVERAGE COMPANY LLP,12353,13.07,Mercer Merlot,19.99,750.0,60,784.2,87.0,1739.1299999999999,839.5799999999999,9.69,68054.7,954.9299999999998,1.2177123182861511,54.908488727122176,27.0,1.45
10754,PERFECTA WINES,18437,65.35,Charles Smith King Coal Red,99.99,750.0,12,784.2,12.0,1199.88,99.99,1.35,28720.52,415.68000000000006,0.5300688599846979,34.64346434643464,0.0,1.0
10754,PERFECTA WINES,24055,9.33,La Volpe Pnt Grigio,13.99,750.0,84,783.7199999999999,84.0,1127.1599999999999,81.94,9.450000000000001,28720.52,343.43999999999994,0.4382177308222324,30.4694985627595,0.0,1.0
4425,MARTIGNETTI COMPANIES,14031,10.59,Annabella Cab Svgn Napa,15.99,750.0,74,783.66,65.0,1039.35,335.79,7.28,144929.24,255.68999999999994,0.32627670163080924,24.60095251840092,-9.0,0.8783783783783784
8673,STE MICHELLE WINE ESTATES,31323,10.88,Villa Maria Clr Slct Svgn Bl,15.99,750.0,72,783.36,52.0,831.48,47.97,5.8500000000000005,15919.7,48.120000000000005,0.061427696078431376,5.787270890460385,-20.0,0.7222222222222222
17035,PERNOD RICARD USA,14417,5.44,Jacobs Crk Moscato,7.99,750.0,144,783.36,135.0,944.65,155.78,15.170000000000002,123780.22,161.28999999999996,0.20589511846405223,17.07404858942465,-9.0,0.9375
90024,VINILANDIA USA,19807,7.18,Mont Gravet Colombard,10.99,750.0,109,782.62,92.0,1011.0799999999999,164.85,10.34,2802.64,228.45999999999992,0.29191689453374553,22.595640305415984,-17.0,0.8440366972477065
7749,R.P.IMPORTS INC,19061,33.99,Ch Olivier Pessac-Leognan 10,50.99,750.0,23,781.77,66.0,3365.34,1937.6200000000001,7.34,91.5,2583.57,3.3047699451245256,76.76995489311629,43.0,2.869565217391304
9552,M S WALKER INC,24557,8.78,Dom La Fage Tess Carignan VV,12.99,750.0,89,781.42,112.0,1454.8799999999999,480.63,12.540000000000001,55551.82,673.4599999999999,0.8618412633410969,46.28972836247663,23.0,1.2584269662921348
9165,ULTRA BEVERAGE COMPANY LLP,18276,35.48,Cecchi Coevo Wood,54.99,750.0,22,780.56,82.0,4859.18,2889.52,9.1,68054.7,4078.6200000000003,5.225248539510096,83.93638432821999,60.0,3.727272727272727
9552,M S WALKER INC,25179,129.79,Grahams 1977 Vintage Port,195.99,750.0,6,778.74,11.0,2155.8900000000003,1175.94,1.23,55551.82,1377.1500000000003,1.768433623545728,63.87849101763078,5.0,1.8333333333333333
2000,SOUTHERN WINE & SPIRITS NE,20723,10.66,Shannon Ridge Wrangler Red,15.99,750.0,73,778.1800000000001,32.0,511.68,287.82,3.56,19016.59,-266.50000000000006,-0.34246575342465757,-52.08333333333335,-41.0,0.4383561643835616
9744,FREDERICK WILDMAN & SONS,27136,43.22,Hugel Alsace Rsl 10 Grs Laue,66.99,750.0,18,777.96,8.0,535.92,401.93999999999994,0.88,3999.93,-242.04000000000008,-0.31112139441616543,-45.163457232422765,-10.0,0.4444444444444444
4425,MARTIGNETTI COMPANIES,34777,32.41,Bandol Dom Gros Nore,46.99,750.0,24,777.84,6.0,281.94,281.94,0.66,144929.24,-495.90000000000003,-0.6375347115087936,-175.88848691210896,-18.0,0.25
4692,KOBRAND CORPORATION,24725,40.9,Nozzole Vineto Il Pareto,62.99,750.0,19,777.1,21.0,1322.79,944.85,2.32,9139.38,545.6899999999999,0.7022133573542657,41.25295776351499,2.0,1.105263157894737
8004,SAZERAC CO INC,2664,10.5,Firefly Moonshine,16.99,750.0,74,777.0,292.0,4233.58,2929.48,230.23000000000002,50293.62,3456.58,4.448622908622909,81.64673869396586,218.0,3.945945945945946
1003,BRONCO WINE COMPANY,42439,6.16,Crane Lake Chard Cal,8.99,1500.0,126,776.16,105.0,943.9499999999999,224.75,23.57,10.53,167.78999999999996,0.21617965367965364,17.775305895439374,-21.0,0.8333333333333334
1392,CONSTELLATION BRANDS INC,8422,3.08,Paul Masson Carafe Wh Znfdl,4.49,1000.0,252,776.16,276.0,1467.24,190.15,41.4,79528.99,691.08,0.8903834260977119,47.10067882555001,24.0,1.0952380952380953
4692,KOBRAND CORPORATION,27806,25.84,Jadot St Aubin Blanc 14,37.99,750.0,30,775.1999999999999,11.0,417.89,265.93,1.22,9139.38,-357.30999999999995,-0.46092621259029926,-85.50336212878986,-19.0,0.36666666666666664
5992,MCCORMICK DISTILLING CO,8518,8.91,Ke Ke Beach,11.49,750.0,87,775.17,86.0,988.14,402.15000000000003,67.7,1567.85,212.97000000000003,0.2747397345098495,21.552614002064487,-1.0,0.9885057471264368
9165,ULTRA BEVERAGE COMPANY LLP,18651,12.9,Alexana Pnt Nr Willamette,19.99,750.0,60,774.0,40.0,919.5999999999999,551.76,4.45,68054.7,145.5999999999999,0.18811369509043915,15.832970856894294,-20.0,0.6666666666666666
9552,M S WALKER INC,19789,12.9,Atalon Svgn Bl Napa Valley,19.99,750.0,60,774.0,106.0,2118.94,1559.2199999999998,11.72,55551.82,1344.94,1.7376485788113696,63.47230218883026,46.0,1.7666666666666666
9552,M S WALKER INC,38853,3.39,Salmon Creek Chard Cal,4.99,750.0,228,772.92,208.0,1037.92,314.37,23.28,55551.82,265.0000000000001,0.34285566423433234,25.531832896562364,-20.0,0.9122807017543859
653,STATE WINE & SPIRITS,18976,8.05,Evolucio Fermint Tokaj,11.99,750.0,96,772.8,105.0,1131.95,408.62,11.74,8014.9800000000005,359.1500000000001,0.4647386128364391,31.728433234683518,9.0,1.09375
3960,DIAGEO NORTH AMERICA INC,188,11.19,Capt Morgan Parrot Bay Mango,14.99,1000.0,69,772.11,69.0,1034.31,119.92,72.45,257032.07,262.19999999999993,0.33958891867739044,25.350233488992657,0.0,1.0
4425,MARTIGNETTI COMPANIES,21160,14.56,Nyers Vyds Vista Luna Znfdl,27.99,750.0,53,771.68,141.0,3100.5899999999997,2067.06,15.620000000000001,144929.24,2328.91,3.0179737715115076,75.11183355425904,88.0,2.660377358490566
9744,FREDERICK WILDMAN & SONS,26889,11.68,Jaboulet Crozes Hermitage L,17.99,750.0,66,770.88,87.0,1717.1299999999999,547.7199999999999,9.72,3999.93,946.2499999999999,1.2274932544624324,55.10648582227321,21.0,1.3181818181818181
9165,ULTRA BEVERAGE COMPANY LLP,38641,9.26,Opici Marsala Cal,13.99,1500.0,83,768.58,67.0,937.33,181.87,15.06,68054.7,168.75,0.21956074839314058,18.003264591979345,-16.0,0.8072289156626506
9165,ULTRA BEVERAGE COMPANY LLP,23616,5.36,.nparalleled Svgn Blanc,7.99,750.0,143,766.48,137.0,1094.63,415.48,15.32,68054.7,328.1500000000001,0.42812597849911294,29.978166138329854,-6.0,0.958041958041958
1587,VINEYARD BRANDS INC,23069,16.66,Delamotte Bl de Bl Brut,24.99,375.0,46,766.3599999999999,132.0,3298.68,1049.58,7.53,6070.09,2532.3199999999997,3.3043478260869565,76.76767676767676,86.0,2.869565217391304
9819,TREASURY WINE ESTATES,12449,38.27,St Clement Cab Svgn Orappas,55.49,750.0,20,765.4,5.0,277.45,166.47,0.55,14836.57,-487.95,-0.6375097987980141,-175.86952604072806,-15.0,0.25
4425,MARTIGNETTI COMPANIES,23071,11.76,Rombauer Vyds Chard Carneros,17.99,375.0,65,764.4,77.0,1385.23,647.64,4.4,144929.24,620.83,0.8121794871794873,44.81782808631058,12.0,1.1846153846153846
