VendorNumber,VendorName,Brand,PurchasePrice,Description,Actual_price,Volume,TotalPurchaseQuantity,Total_Purchase_Dollars,Total_Sales_Quantity,Total_Sales_Dollars,Total_Sales_Price,Total_Excise_Tax,TotalFreight,Profit,ROI,Profit_Margin,StockTurnover,Sales_Per_Purchase
12546,JIM BEAM BRANDS COMPANY,3444,29.13,Hornitos Plata Tequila,39.99,1750.0,10636,309826.68,10362.0,375689.38,242129.64,19042.86,123880.97,65862.70000000001,0.212579174911599,17.531158320205915,-274.0,0.9742384355020685
17035,PERNOD RICARD USA,2426,41.59,The Glenlivet 15Yr FrenchOak,51.99,750.0,7445,309637.55,7445.0,413475.55,252067.74000000002,5866.5,123780.22,103838.0,0.3353533833348055,25.113455922605336,0.0,1.0
1392,CONSTELLATION BRANDS INC,32915,9.99,Kim Crawford Svgn Bl Marlbro,14.99,750.0,30842,308111.58,30869.0,472099.31,126472.2,3459.25,79528.99,163987.72999999998,0.5322348806234416,34.735854623468946,27.0,1.0008754296089748
4425,MARTIGNETTI COMPANIES,35412,5.97,Yellow Tail Chard Ausl,9.99,1500.0,51294,306225.18,50797.0,491916.08999999997,117789.59999999999,11409.35,144929.24,185690.90999999997,0.6063868098632516,37.74849283746746,-497.0,0.9903107575934808
3960,DIAGEO NORTH AMERICA INC,3840,14.39,Smirnoff Raspberry Vodka,22.99,1750.0,21076,303283.64,21167.0,438524.32999999996,224450.24999999997,38894.1,257032.07,135240.68999999994,0.44592148129058307,30.8399513431786,91.0,1.0043177073448473
9552,M S WALKER INC,3769,7.02,Jenkins Vodka,9.49,1750.0,42549,298693.98,42105.0,394134.45,134715.91,77358.39,55551.82,95440.47000000003,0.31952592415823056,24.215206257661574,-444.0,0.9895649721497568
8673,STE MICHELLE WINE ESTATES,8815,6.07,Ch Ste Michelle Chard Colmbi,8.99,750.0,48853,296537.71,48587.0,431702.35,97686.77,5449.72,15919.7,135164.63999999996,0.4558092797034143,31.30968362808309,-266.0,0.9945550938529876
3960,DIAGEO NORTH AMERICA INC,3879,7.91,Smirnoff 80 Proof Traveler,12.99,750.0,37344,295391.04,36604.0,427609.96,187268.26,28815.44,257032.07,132218.92000000004,0.4476063999774673,30.92044909337473,-740.0,0.9801842330762639
12546,JIM BEAM BRANDS COMPANY,1375,11.5,Jim Beam,14.49,750.0,25183,289604.5,26121.0,402621.29,203013.36,20569.55,123880.97,113016.78999999998,0.39024528279084053,28.070246856543523,938.0,1.0372473494023746
8892,TRINCHERO FAMILY ESTATES,41034,5.26,Menage a Trois Red,8.99,750.0,54738,287921.88,54744.0,509372.48,132593.95,6135.29,11595.97,221450.59999999998,0.769134322129322,43.475179499292935,6.0,1.0001096130658775
1128,BROWN-FORMAN CORP,1545,19.42,Gentleman Jack,29.99,750.0,14785,287124.7,14501.0,423808.99,253424.58,11423.39,68601.68,136684.28999999998,0.47604504245019663,32.25138994809902,-284.0,0.9807913425769361
480,BACARDI USA INC,2665,15.38,Dewars White Label,19.99,750.0,18574,285668.12,19088.0,400461.12,215262.61,15034.06,89286.27,114793.0,0.40184042937657866,28.665204751961937,514.0,1.0276730914181114
1128,BROWN-FORMAN CORP,1770,26.42,Jack Daniels Tennessee Fire,38.99,1750.0,10746,283909.32,10128.0,389506.72000000003,233847.24000000002,18613.13,68601.68,105597.40000000002,0.3719405900447369,27.11054638543849,-618.0,0.9424902289223898
4425,MARTIGNETTI COMPANIES,6595,4.48,Bogle Merlot,6.95,750.0,63188,283082.24,62368.0,502198.46,109537.96,6997.39,144929.24,219116.22000000003,0.7740373256902306,43.63140022372829,-820.0,0.9870228524403367
1392,CONSTELLATION BRANDS INC,35472,5.88,R M Woodbridge Pnt Grigio,8.99,1500.0,47207,277577.16,46764.0,469543.36,127217.47,10501.0,79528.99,191966.2,0.6915777940807523,40.883593796321605,-443.0,0.9906157985044591
8004,SAZERAC CO INC,5105,14.81,Dr McGillicuddy's Mentholmnt,25.99,1750.0,18007,266683.67,17355.0,390990.44999999995,199774.49,31890.829999999998,50293.62,124306.77999999997,0.4661207039786125,31.79279186998045,-652.0,0.9637918587216082
8004,SAZERAC CO INC,5153,10.44,Fireball Cinn Whisky Trav,15.99,750.0,25499,266209.56,25465.0,381031.35,176397.61000000002,20051.86,50293.62,114821.78999999998,0.431321061497566,30.134473187048776,-34.0,0.9986666143770344
3960,DIAGEO NORTH AMERICA INC,4368,23.91,Capt Morgan Private Stock,32.99,1750.0,11035,263846.85000000003,11114.0,379652.86,234036.58000000002,20425.75,257032.07,115806.00999999995,0.4389137486386513,30.503131202541173,79.0,1.0071590394200272
3960,DIAGEO NORTH AMERICA INC,3488,15.62,Tanqueray,23.99,750.0,16740,261478.8,16745.0,387588.55,216983.09,13188.29,257032.07,126109.75,0.48229435808945126,32.53701637986984,5.0,1.0002986857825567
3960,DIAGEO NORTH AMERICA INC,8111,0.77,Smirnoff 80 Proof,0.99,50.0,337660,259998.2,334939.0,331589.61,21424.59,17579.29,257032.07,71591.40999999997,0.27535348321642217,21.590365874250395,-2721.0,0.9919415980572173
6213,MHW LTD,5921,14.81,RumChata Liqueur,21.99,750.0,17419,257975.38999999998,17317.0,363394.82999999996,188150.97999999998,13638.27,9621.58,105419.43999999997,0.4086414599470127,29.009614693747842,-102.0,0.9941443251621792
1392,CONSTELLATION BRANDS INC,40096,10.52,Black Box Cab Svgn,16.99,3000.0,24452,257235.04,24253.0,443383.47,199192.94999999998,10913.85,79528.99,186148.42999999996,0.7236511402179111,41.98361973214743,-199.0,0.9918616064125634
17035,PERNOD RICARD USA,2756,22.89,Jameson Caskmates,29.99,750.0,11220,256825.8,10632.0,316023.68,194946.5,8376.85,123780.22,59197.880000000005,0.2304981820362285,18.732102606994516,-588.0,0.9475935828877006
9165,ULTRA BEVERAGE COMPANY LLP,15094,9.08,Butter Chard,14.99,750.0,28274,256727.91999999998,25366.0,368418.66,107099.35,2840.4100000000003,68054.7,111690.73999999999,0.43505490170293903,30.316254882420996,-2908.0,0.8971493244677089
8112,MOET HENNESSY USA INC,8612,45.79,Grand Marnier,67.99,1750.0,5583,255645.57,5516.0,351316.83999999997,244095.86,10139.19,48347.26,95671.26999999996,0.37423402251797266,27.23219017909872,-67.0,0.9879992835393158
9815,WINE GROUP INC,6349,4.63,Glen Ellen Chard RSV,6.99,1500.0,55151,255349.13,54842.0,383345.58,101103.36,12318.42,27100.41,127996.45000000001,0.5012605682267255,33.38931154495117,-309.0,0.9943972004134105
12546,JIM BEAM BRANDS COMPANY,3351,13.27,Pinnacle Whipped Vodka,16.99,1750.0,19227,255142.29,18722.0,314369.77999999997,174230.34999999998,34401.58,123880.97,59227.48999999996,0.23213513526119076,18.840071078078804,-505.0,0.9737348520309981
3664,WILLIAM GRANT & SONS INC,8021,31.49,Glenfiddich Special Rsv 12,39.99,750.0,8081,254470.69,6976.0,305773.24,207326.89,5497.84,30234.420000000002,51302.54999999999,0.20160494711591337,16.777972460899456,-1105.0,0.8632594975869323
9165,ULTRA BEVERAGE COMPANY LLP,3788,19.99,Patron Silver Tequila,27.99,375.0,12664,253153.36,12119.0,332234.81,198765.83,4756.57,68054.7,79081.45000000001,0.3123855436878263,23.802879054124404,-545.0,0.956964624131396
11567,CAMPARI AMERICA,8107,26.71,Wild Turkey 101,36.99,1750.0,9472,252997.12,9109.0,323428.91000000003,210310.83000000002,16742.88,20964.81,70431.79000000004,0.2783896907601163,21.77659071973499,-363.0,0.9616765202702703
8112,MOET HENNESSY USA INC,2692,26.31,Glenmorangie 10 Yr Scotch,41.99,750.0,9588,252260.28,9337.0,334079.63,208416.15000000002,7356.72,48347.26,81819.35,0.3243449583105196,24.490972406788167,-251.0,0.9738214434710054
1128,BROWN-FORMAN CORP,1237,33.83,Jack Daniels Single Barrel,44.99,750.0,7418,250950.94,6658.0,303998.42,179485.9,5246.55,68601.68,53047.47999999998,0.2113858589252544,17.449919641029705,-760.0,0.8975465084928552
480,BACARDI USA INC,3851,12.02,Grey Goose Vodka,15.99,375.0,20841,250508.82,20370.0,303207.3,131327.43,8002.79,89286.27,52698.47999999998,0.2103657667622241,17.38034671328823,-471.0,0.9774003166834605
3664,WILLIAM GRANT & SONS INC,8480,11.19,Clan MacGregor,14.99,1750.0,22379,250421.01,21500.0,329242.0,131701.0,39505.409999999996,30234.420000000002,78820.98999999999,0.31475390183914675,23.940138256965998,-879.0,0.9607221055453774
17035,PERNOD RICARD USA,2645,21.89,Chivas Regal,31.99,750.0,11427,250137.03,10418.0,325119.82,188947.77,8208.39,123780.22,74982.79000000001,0.2997668517931951,23.06312485040131,-1009.0,0.9117003587993349
3089,SIDNEY FRANK IMPORTING CO,812,17.03,Jagermeister Liqueur,22.99,1000.0,14663,249710.89,14479.0,313344.20999999996,150325.84,15202.95,8549.55,63633.31999999995,0.25482797326139817,20.307801443020107,-184.0,0.9874514083066221
1392,CONSTELLATION BRANDS INC,40097,10.59,Black Box Chard,16.99,3000.0,23567,249574.53,23511.0,426705.89,183298.41,10579.95,79528.99,177131.36000000002,0.7097333209442487,41.51134637490006,-56.0,0.9976237959859126
9552,M S WALKER INC,40425,6.42,Mionetto Prosecco Brut,13.99,750.0,38456,246887.52,37020.0,451247.84,112547.09,4149.3,55551.82,204360.32000000004,0.8277466596934508,45.28782231954839,-1436.0,0.9626586228416892
12546,JIM BEAM BRANDS COMPANY,3696,7.6,Gilbeys Vodka,10.49,1750.0,32485,246886.0,32157.0,341285.93,141623.07,59081.19,123880.97,94399.93,0.382362426383027,27.660070838548776,-328.0,0.9899030321686932
8112,MOET HENNESSY USA INC,821,27.99,Grand Marnier,38.99,1000.0,8781,245780.19,8616.0,331221.84,188002.23,9046.800000000001,48347.26,85441.65000000002,0.3476344045465992,25.795898603787727,-165.0,0.9812094294499487
12546,JIM BEAM BRANDS COMPANY,2788,31.24,Laphroaig 10 Yr Single Malt,44.99,750.0,7861,245577.63999999998,7748.0,346877.52,221250.89,6104.9800000000005,123880.97,101299.88000000003,0.41249634942334346,29.203356850567896,-113.0,0.9856252385192723
1128,BROWN-FORMAN CORP,171,36.76,Gentleman Jack,49.99,1750.0,6664,244968.64,6590.0,338434.10000000003,236839.04,12113.66,68601.68,93465.46000000002,0.38154051065475164,27.61703386272247,-74.0,0.9888955582232893
480,BACARDI USA INC,3436,18.79,Bombay Dry Gin,26.99,1750.0,12950,243330.5,12094.0,312799.06,182038.84,22225.65,89286.27,69468.56,0.285490557081829,22.20868566548761,-856.0,0.9338996138996138
4425,MARTIGNETTI COMPANIES,39335,8.75,Phillips Seven Deadly Znfdl,14.99,750.0,27503,240651.25,25987.0,362244.09,128359.86,2906.53,144929.24,121592.84000000003,0.5052657736039187,33.56654900843241,-1516.0,0.9448787405010363
12546,JIM BEAM BRANDS COMPANY,4678,16.78,Courvoisier VS Cognac,24.99,750.0,14303,240004.34000000003,14254.0,329579.45999999996,163977.28999999998,11227.39,123880.97,89575.11999999994,0.37322291755224063,27.178611191364883,-49.0,0.9965741452842061
4425,MARTIGNETTI COMPANIES,32826,22.41,Rombauer Carneros Chard,34.99,750.0,10641,238464.81,10274.0,348353.42,127288.02,1147.88,144929.24,109888.60999999999,0.46081688111549873,31.545150324632953,-367.0,0.9655107602668922
